tipo_pagamento,estado_entrega,dispositivo,periodo_compra,usa_cupom,chargeback_previo,valor_pedido,qtd_itens,tempo_cadastro_dias,compras_anteriores,dist_cobranca_entrega_km,score_risco,idade_cliente,fraude
Boleto,MG,Desktop,Tarde,Não,Não,400.95,6,1613.0,4,6.28,83.6,25,0.0
Pix,RJ,Desktop,Tarde,Não,Não,896.37,7,353.0,3,6.06,28.3,41,1.0
Cartão,PE,Desktop,Tarde,Não,Não,672.49,4,932.0,6,35.02,45.8,40,0.0
Cartão,SP,Mobile,Tarde,Sim,Não,212.42,4,266.0,5,18.09,69.1,31,0.0
Cartão,SP,Mobile,Manhã,Não,Não,478.52,5,1764.0,14,1.6,47.4,56,0.0
,MG,Mobile,Noite,Não,Não,321.97,6,402.0,4,13.22,85.3,76,1.0
Cartão,PE,Mobile,Manhã,Sim,Não,1592.47,5,1759.0,10,25.79,60.2,60,1.0
,RS,Mobile,Tarde,Sim,Não,677.05,4,749.0,4,22.38,58.7,36,
Cartão,PE,Desktop,Madrugada,Não,Não,86.72,5,488.0,7,1.27,59.3,19,0.0
Cartão,BA,Desktop,Noite,Não,Não,679.09,1,1281.0,8,35.32,62.0,21,1.0
Cartão,RS,Mobile,Tarde,Sim,Não,285.72,3,927.0,6,2.49,55.7,61,0.0
Cartão,GO,Desktop,Noite,Não,Não,86.8,6,1946.0,12,27.33,,69,0.0
Cartão,RJ,Tablet,Tarde,Não,Não,623.85,7,550.0,2,44.87,43.0,72,1.0
Cartão,GO,Desktop,Noite,Não,Não,31.13,7,695.0,8,24.07,67.3,75,0.0
Pix,GO,Desktop,Tarde,Não,Não,609.65,4,588.0,3,3.4,57.7,66,0.0
Cartão,BA,Mobile,Tarde,Não,Não,155.63,2,1008.0,13,26.62,40.7,28,0.0
,BA,Mobile,Tarde,Não,Não,567.19,5,1963.0,6,44.07,66.0,49,0.0
Pix,MG,Mobile,Madrugada,Não,Não,429.11,7,1067.0,2,32.65,40.1,36,1.0
Cartão,MG,Desktop,Tarde,Não,Não,337.28,1,1075.0,6,52.48,12.3,42,0.0
Cartão,PR,Desktop,Noite,Não,Não,399.44,5,1117.0,4,1.94,52.2,79,0.0
Cartão,MG,Mobile,Tarde,Não,Não,774.62,1,956.0,5,6.29,50.8,67,1.0
Cartão,PR,Tablet,Noite,Não,Não,1076.47,6,826.0,1,48.77,33.1,69,1.0
Cartão,GO,Mobile,Manhã,Não,Não,385.34,1,,4,37.03,53.0,67,0.0
Cartão,RS,Desktop,Tarde,Sim,Não,1007.84,6,1740.0,6,51.02,16.3,79,0.0
Cartão,RS,Mobile,Madrugada,Não,Sim,123.61,6,,6,27.24,77.3,72,1.0
Cartão,PE,Mobile,Tarde,Sim,Não,405.15,7,1066.0,8,30.11,24.6,50,0.0
Cartão,GO,Mobile,Noite,Sim,Não,350.99,1,1282.0,2,2.1,73.1,70,1.0
Cartão,SP,Mobile,Noite,Não,Não,301.6,4,1468.0,11,16.48,76.7,30,1.0
Cartão,PR,Desktop,Madrugada,Não,Não,128.07,3,1932.0,3,2.25,84.3,74,1.0
Cartão,PR,Mobile,Manhã,Sim,Não,279.74,4,1422.0,6,28.19,48.3,58,0.0
Boleto,RS,Mobile,Tarde,Não,Não,102.74,3,559.0,4,4.25,26.6,69,0.0
Cartão,SP,Tablet,Noite,Sim,Não,311.43,2,566.0,6,16.23,58.6,20,0.0
Cartão,RJ,Mobile,Manhã,Sim,Não,714.97,7,1059.0,5,42.11,41.6,32,0.0
Pix,BA,Desktop,Tarde,Sim,Não,175.86,5,,2,31.57,45.7,47,0.0
Cartão,RS,Mobile,Manhã,Não,Não,470.01,4,380.0,11,1.71,74.1,53,0.0
Pix,BA,Mobile,Madrugada,Não,Não,106.17,5,529.0,8,6.35,46.6,28,0.0
Cartão,MG,Desktop,Tarde,Sim,Não,728.89,6,387.0,5,4.61,41.5,21,0.0
Cartão,MG,Mobile,Tarde,Não,Não,387.5,5,73.0,4,38.09,36.4,59,1.0
Cartão,RJ,Mobile,Manhã,Não,Não,332.87,6,1980.0,5,36.43,46.4,60,0.0
Cartão,PE,Mobile,Tarde,Não,Não,441.68,6,1991.0,6,1.43,34.9,45,0.0
Cartão,MG,Mobile,Manhã,Não,Não,308.4,2,320.0,3,9.72,,56,0.0
Cartão,BA,Desktop,Noite,Sim,Não,353.0,5,852.0,5,49.96,55.5,66,1.0
Boleto,GO,Mobile,Tarde,Não,Não,764.12,3,1981.0,6,28.26,20.5,73,0.0
Cartão,RS,Mobile,Noite,Sim,Não,401.86,4,1022.0,3,30.28,33.5,77,0.0
Pix,RS,Desktop,Tarde,Sim,Não,,2,1356.0,8,57.85,45.9,47,0.0
Pix,PR,Mobile,Manhã,Sim,Não,993.39,6,7.0,5,27.2,79.6,65,1.0
Cartão,PR,Desktop,Noite,Não,Sim,543.14,7,1501.0,5,10.19,54.0,71,1.0
Cartão,PE,Desktop,Noite,Não,Não,306.8,6,886.0,4,9.0,61.5,19,1.0
Boleto,MG,Mobile,Madrugada,Não,Não,627.35,50,318.0,7,6.86,46.0,65,1.0
Pix,BA,Mobile,Madrugada,Sim,Não,291.17,6,925.0,10,42.04,52.8,31,1.0
Cartão,RS,Desktop,Manhã,Não,Não,97.96,3,1658.0,5,37.55,45.6,79,0.0
Cartão,SP,Mobile,Noite,Não,Não,66.61,6,893.0,3,29.99,46.4,72,0.0
Cartão,SP,Mobile,Manhã,Sim,Não,243.83,6,1042.0,6,23.74,15.1,74,0.0
Cartão,RS,Desktop,Tarde,Não,Não,593.16,2,1794.0,9,36.06,37.2,72,0.0
Cartão,RS,Desktop,Tarde,Não,Não,271.98,2,,10,11.96,53.2,36,1.0
Cartão,RS,Desktop,Noite,Sim,Não,,5,11.0,10,18.26,67.1,48,1.0
Cartão,PR,Mobile,Noite,Não,Não,395.96,1,1818.0,6,12.69,56.5,50,0.0
Cartão,BA,Mobile,Tarde,Não,Não,294.66,6,1662.0,8,15.52,25.6,77,0.0
Cartão,RS,Desktop,Tarde,Não,Sim,208.13,3,987.0,3,37.23,54.3,27,1.0
Pix,PE,Mobile,Manhã,Sim,Não,768.49,6,1171.0,6,20.64,53.5,21,0.0
Cartão,PR,Mobile,Tarde,Não,Não,479.84,3,955.0,3,25.41,55.6,57,0.0
Cartão,BA,Mobile,Tarde,Não,Não,514.19,7,742.0,7,19.96,48.7,53,0.0
Boleto,RS,Mobile,Manhã,Não,Não,46.04,1,,9,4.21,7.8,46,0.0
Pix,PE,,Tarde,Não,Não,585.52,3,,8,14.74,16.1,59,0.0
Pix,SP,Mobile,Noite,Não,Não,639.72,6,1511.0,9,24.59,28.3,71,0.0
Cartão,RS,Desktop,Tarde,Não,Não,54.52,4,909.0,9,2.04,25.1,66,0.0
Cartão,MG,Desktop,Tarde,Sim,Não,424.93,5,1542.0,6,22.06,54.8,30,0.0
Cartão,RJ,Mobile,Manhã,Não,Não,585.62,5,1576.0,5,53.79,4.0,33,0.0
Boleto,MG,Mobile,Tarde,Não,Sim,704.98,4,1189.0,9,32.24,76.5,63,1.0
Cartão,BA,Desktop,Tarde,Não,Não,393.85,1,121.0,3,33.67,81.8,48,0.0
Boleto,PR,Desktop,Tarde,Sim,Não,577.84,2,,6,3.61,52.9,55,0.0
Cartão,GO,Mobile,Manhã,Não,Não,508.7,3,308.0,5,35.47,,50,0.0
Cartão,PR,Mobile,Manhã,Não,Não,417.13,3,770.0,7,30.36,23.5,66,1.0
Cartão,SP,Mobile,Manhã,Não,Não,156.24,2,1254.0,6,12.85,,28,0.0
Cartão,RS,Mobile,Noite,Não,Não,335.87,2,41.0,7,31.38,51.8,68,1.0
Boleto,GO,Desktop,Noite,Sim,Não,509.9,1,1854.0,5,21.95,48.9,75,0.0
Cartão,SP,Desktop,Noite,Sim,Sim,541.28,6,1054.0,11,45.78,68.7,79,1.0
Cartão,MG,Desktop,Noite,Não,Não,957.93,3,1112.0,2,25.49,36.2,43,1.0
Cartão,RS,Mobile,Tarde,Não,Não,492.33,2,745.0,6,41.67,34.4,21,0.0
Cartão,PE,Desktop,Tarde,Sim,Sim,216.71,3,806.0,6,37.84,73.5,51,0.0
Cartão,MG,Tablet,Manhã,Sim,Não,245.88,6,731.0,9,70.23,31.5,55,0.0
Cartão,PE,Tablet,Noite,Sim,Não,134.84,4,1310.0,9,7.08,38.2,75,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,928.63,7,126.0,6,8.82,63.1,64,1.0
,BA,Mobile,Manhã,Sim,Não,322.08,6,649.0,4,27.18,70.1,79,1.0
Boleto,MG,Tablet,Madrugada,Sim,Sim,393.92,2,613.0,5,46.25,39.8,76,1.0
Cartão,MG,,Tarde,Sim,Não,342.83,1,272.0,6,23.09,12.8,54,0.0
Pix,SP,Desktop,Tarde,Não,Não,339.9,1,1955.0,8,4.38,94.3,25,1.0
Pix,RS,,Madrugada,Sim,Não,859.03,6,1884.0,5,14.34,27.0,60,0.0
Boleto,BA,Mobile,Noite,Não,Não,158.85,3,844.0,10,19.58,53.0,67,1.0
Cartão,SP,Mobile,Tarde,Não,Não,124.18,3,844.0,5,35.47,59.4,56,0.0
,GO,Mobile,Madrugada,Não,Não,237.9,6,1075.0,7,52.71,40.0,47,0.0
Cartão,PE,Desktop,Manhã,Não,Não,436.63,1,1033.0,6,39.31,,37,1.0
Cartão,PE,Desktop,Noite,Não,Não,574.28,3,1949.0,8,20.82,23.4,33,0.0
Cartão,RJ,Mobile,Madrugada,Sim,Não,140.29,1,1395.0,6,21.96,61.5,32,0.0
Cartão,MG,Mobile,Noite,Não,Não,175.1,5,691.0,8,20.54,10.6,21,0.0
Pix,RS,Mobile,Tarde,Sim,Não,468.57,1,213.0,5,65.07,46.7,53,1.0
Cartão,MG,Mobile,Noite,Sim,Não,139.4,6,,8,38.38,43.2,44,0.0
Boleto,MG,Mobile,Noite,Não,Não,,7,1697.0,5,7.95,52.9,53,0.0
Cartão,PR,Mobile,Noite,Não,Não,423.88,6,1826.0,5,14.25,40.6,51,0.0
,PE,Mobile,Madrugada,Sim,Não,358.85,5,1114.0,7,0.83,61.0,-18,1.0
Pix,BA,Desktop,Tarde,Não,Não,99.79,7,502.0,5,45.81,44.7,57,0.0
Cartão,GO,Mobile,Manhã,Não,Não,389.43,7,914.0,6,23.43,42.3,63,0.0
Boleto,SP,Desktop,Tarde,Sim,Sim,582.98,4,1378.0,6,3.84,14.3,65,0.0
Cartão,SP,Mobile,Noite,Não,Não,40.21,6,1638.0,5,6.32,250.0,75,0.0
Boleto,PE,Mobile,Manhã,Não,Não,277.09,4,1625.0,8,6.67,53.7,38,0.0
Cartão,SP,Mobile,Noite,Não,Não,552.96,7,948.0,6,2.96,45.3,59,0.0
Pix,RJ,Desktop,Noite,Não,Não,477.72,7,1971.0,4,10.8,52.2,70,0.0
Cartão,PR,Mobile,Noite,Sim,Não,392.45,4,226.0,8,43.48,36.8,38,1.0
Cartão,GO,Desktop,Noite,Sim,Sim,377.13,2,636.0,5,25.42,3.4,72,0.0
Cartão,RJ,,Tarde,Sim,Sim,442.64,1,50.0,5,29.73,37.6,42,1.0
Cartão,BA,Desktop,Manhã,Não,Não,,5,560.0,5,41.85,30.9,34,1.0
Cartão,SP,Mobile,Tarde,Sim,Não,149.03,7,1325.0,6,37.17,50.5,35,0.0
Pix,SP,Desktop,Tarde,Sim,Não,122.09,5,79.0,5,25.94,,73,0.0
Pix,SP,Desktop,Manhã,Não,Não,309.55,5,1730.0,7,18.72,66.7,57,0.0
Cartão,MG,Desktop,Tarde,Sim,Não,430.3,6,1879.0,3,17.68,53.8,78,0.0
Cartão,GO,Desktop,Madrugada,Sim,Não,502.83,1,,8,15.24,59.0,60,0.0
Cartão,PE,Mobile,Tarde,Sim,Não,612.86,6,838.0,5,55.48,41.7,44,1.0
Cartão,PE,Mobile,Noite,Não,Não,143.74,4,871.0,7,11.55,48.9,21,0.0
Cartão,MG,Mobile,Tarde,Não,Não,482.95,2,1939.0,8,5.8,54.2,77,0.0
Pix,GO,Mobile,Noite,Não,Não,235.73,1,1826.0,6,13.84,29.8,48,0.0
Pix,RS,Mobile,Tarde,Sim,Sim,121.29,6,1957.0,7,40.15,53.5,36,0.0
Cartão,SP,Desktop,Madrugada,Não,Não,295.77,7,1979.0,6,11.04,,34,0.0
,PE,Mobile,Manhã,Sim,Não,449.43,2,634.0,3,2.97,74.6,78,0.0
Boleto,GO,Mobile,Noite,Não,Não,197.05,2,1198.0,7,55.95,36.4,51,0.0
Boleto,GO,Mobile,Madrugada,Não,Não,446.23,2,447.0,5,26.04,48.7,52,1.0
Cartão,SP,Tablet,Noite,Sim,Não,798.36,1,1623.0,9,17.18,32.8,68,0.0
Cartão,MG,,Noite,Sim,Não,372.18,4,1615.0,8,21.16,22.5,34,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,625.86,6,1666.0,8,35.18,71.0,37,0.0
Cartão,PR,Mobile,Manhã,Não,Não,586.03,4,806.0,8,26.32,50.4,33,1.0
Cartão,RJ,Desktop,Tarde,Não,Não,209.23,3,857.0,5,33.76,0.0,22,0.0
Pix,PE,Mobile,Tarde,Sim,Não,108.52,5,1004.0,9,27.11,14.4,51,0.0
Boleto,PR,Mobile,Madrugada,Não,Não,281.79,5,,7,0.95,42.4,73,0.0
Cartão,PE,Mobile,Manhã,Sim,Não,400.7,4,1596.0,7,22.72,57.2,56,0.0
Cartão,MG,Tablet,Tarde,Sim,Não,-500.0,5,587.0,5,49.0,44.8,24,1.0
Cartão,GO,Mobile,Noite,Sim,Não,256.6,4,541.0,6,14.88,52.1,26,0.0
Pix,RS,Mobile,Manhã,Sim,Sim,222.79,7,60.0,10,26.32,22.4,31,1.0
Cartão,RS,,Noite,Sim,Não,219.91,2,1093.0,4,13.69,83.0,33,0.0
,SP,Desktop,Noite,Sim,Não,447.6,6,1701.0,1,10.9,40.1,61,0.0
Cartão,PE,,Madrugada,Não,Sim,221.94,7,596.0,4,41.96,52.0,41,1.0
Boleto,SP,Mobile,Tarde,Sim,Não,196.45,3,780.0,5,14.09,21.2,67,0.0
Cartão,SP,Desktop,Noite,Não,Não,381.37,5,1360.0,4,35.58,42.6,25,0.0
Pix,PE,,Tarde,Não,Não,413.37,7,1023.0,6,20.31,73.1,64,
Cartão,RJ,Mobile,Manhã,Não,Não,293.97,2,341.0,8,17.37,53.6,43,0.0
Pix,SP,Mobile,Noite,Sim,Não,492.29,5,1701.0,5,0.19,20.4,34,0.0
Cartão,PR,Tablet,Tarde,Sim,Não,662.77,3,1722.0,7,40.64,63.7,43,0.0
Boleto,SP,Mobile,Noite,Não,Não,480.99,1,567.0,6,21.47,,61,0.0
Pix,MG,,Manhã,Não,Não,521.74,3,1394.0,8,9.87,0.0,60,0.0
Cartão,SP,Desktop,Tarde,Sim,Não,453.92,2,1557.0,5,9.22,45.9,61,0.0
Cartão,RJ,Desktop,Tarde,Sim,Não,258.22,3,1500.0,11,7.24,6.7,74,0.0
Cartão,GO,Mobile,Noite,Sim,Não,346.5,2,1250.0,2,1.87,50.1,59,0.0
Cartão,RJ,Mobile,Tarde,Não,Não,156.25,3,1909.0,5,18.0,0.7,20,0.0
Pix,PE,Desktop,Tarde,Não,Não,585.49,7,392.0,4,29.92,31.4,24,0.0
Boleto,GO,Mobile,Manhã,Não,Não,84.35,5,366.0,8,34.11,71.5,22,1.0
Pix,MG,Mobile,Noite,Não,Não,182.04,6,1375.0,6,31.99,62.5,37,0.0
,PE,,Madrugada,Não,Não,115.58,3,1173.0,3,10.86,59.4,55,1.0
Cartão,BA,Mobile,Madrugada,Sim,Não,559.72,3,1859.0,6,14.09,58.5,57,0.0
Pix,PE,Mobile,Madrugada,Sim,Não,564.22,4,1211.0,5,14.3,69.6,22,0.0
Boleto,RJ,Desktop,Noite,Sim,Não,135.71,3,125.0,7,11.75,13.8,79,0.0
Cartão,BA,,Noite,Sim,Não,529.06,5,,4,9.6,90.1,42,0.0
Cartão,MG,,Noite,Não,Não,972.78,2,341.0,6,24.2,47.0,26,1.0
Cartão,SP,Tablet,Madrugada,Sim,Não,344.08,1,1245.0,4,3.34,22.7,73,0.0
Cartão,RS,Mobile,Tarde,Não,Não,311.26,1,1824.0,11,17.16,34.4,62,0.0
Cartão,BA,Mobile,Tarde,Sim,Não,691.53,1,698.0,6,10.42,29.5,31,0.0
Cartão,GO,Mobile,Tarde,Sim,Não,155.59,7,625.0,5,33.79,73.7,28,0.0
Cartão,MG,Mobile,Tarde,Não,Não,483.38,1,154.0,11,54.3,63.4,35,1.0
Cartão,BA,Mobile,Tarde,Não,Não,318.16,6,,9,36.48,65.5,63,0.0
Cartão,BA,Mobile,Noite,Sim,Não,64.17,2,1807.0,9,15.7,68.1,38,0.0
Pix,PE,Mobile,Tarde,Não,Não,1001.64,6,1538.0,4,8.9,66.8,73,0.0
Cartão,SP,Mobile,Noite,Não,Não,1041.54,2,241.0,3,27.38,,23,1.0
Pix,RS,Desktop,Noite,Sim,Não,619.47,1,161.0,3,26.12,59.5,20,1.0
Cartão,RJ,Mobile,Noite,Não,Sim,44.88,7,1472.0,9,6.08,68.7,27,0.0
Cartão,GO,Mobile,Tarde,Sim,Não,246.28,3,31.0,4,26.74,60.4,38,0.0
Boleto,BA,Mobile,Tarde,Não,Não,183.55,3,1601.0,3,9.31,44.6,78,0.0
,GO,Mobile,Madrugada,Não,Não,16.82,6,1743.0,8,16.17,,26,0.0
Pix,PR,Desktop,Noite,Não,Não,418.25,4,,8,33.94,57.7,58,1.0
Cartão,SP,Mobile,Manhã,Sim,Não,412.87,2,615.0,8,34.22,15.8,77,0.0
Cartão,PE,Mobile,Madrugada,Não,Não,479.0,4,629.0,7,12.41,27.1,79,1.0
Pix,PR,Tablet,Tarde,Não,Não,161.33,5,143.0,8,11.94,42.1,35,0.0
Cartão,SP,Mobile,Tarde,Não,Não,901.93,2,1364.0,7,5.06,81.7,51,1.0
Pix,SP,Mobile,Tarde,Não,Não,187.99,1,1204.0,2,41.1,34.9,67,0.0
,RS,Mobile,Tarde,Não,Não,,1,,5,5.23,91.6,31,1.0
Pix,GO,Mobile,Tarde,Sim,Não,439.28,4,100.0,6,18.31,18.3,20,0.0
Pix,RJ,Tablet,Noite,Não,Não,,2,1195.0,5,19.01,46.4,54,0.0
,PR,Mobile,Noite,Não,Não,118.08,3,1804.0,5,19.9,82.2,45,0.0
Cartão,BA,Desktop,Noite,Não,Não,117.16,2,1229.0,4,22.3,50.8,59,0.0
Cartão,SP,Mobile,Tarde,Não,Não,21.27,4,517.0,5,5000.0,32.9,31,0.0
Boleto,GO,Mobile,Madrugada,Sim,Não,85.02,4,1158.0,3,15.49,57.4,40,0.0
Cartão,RS,Desktop,Tarde,Não,Não,460.27,6,1541.0,8,0.1,27.4,29,0.0
Cartão,PR,Mobile,Manhã,Não,Não,324.63,6,1854.0,2,24.59,52.2,68,0.0
Cartão,PR,Mobile,Noite,Não,Não,601.1,7,429.0,7,39.07,7.1,34,0.0
Cartão,RJ,Desktop,Noite,Não,Não,653.66,1,551.0,5,12.0,,53,0.0
Cartão,PR,,Noite,Não,Não,520.19,1,875.0,3,17.96,38.8,56,1.0
Boleto,BA,Mobile,Manhã,Sim,Não,258.78,5,239.0,5,10.26,45.9,62,0.0
Cartão,PR,Mobile,Tarde,Não,Não,162.81,7,838.0,2,41.56,61.0,52,0.0
,RJ,Mobile,Tarde,Não,Não,98.02,7,758.0,7,29.87,54.7,73,0.0
Cartão,PE,Desktop,Manhã,Não,Não,342.43,4,1414.0,4,5.79,39.7,76,0.0
Cartão,SP,Desktop,Noite,Não,Não,,7,1867.0,4,19.91,56.4,69,0.0
Pix,PR,Tablet,Tarde,Não,Não,298.94,5,1499.0,3,33.83,85.7,27,0.0
Pix,PR,Desktop,Manhã,Sim,Não,1247.4,5,528.0,8,42.61,15.3,60,1.0
Cartão,MG,Mobile,Manhã,Sim,Não,1052.24,7,877.0,10,9.94,33.6,31,1.0
Cartão,BA,Desktop,Manhã,Não,Não,431.13,1,1731.0,8,4.67,78.5,42,1.0
Boleto,RS,Desktop,Manhã,Não,Não,216.64,3,160.0,12,17.81,23.1,36,0.0
Cartão,GO,Mobile,Manhã,Sim,Não,661.18,1,1305.0,7,12.78,17.1,79,0.0
Cartão,BA,Mobile,Tarde,Sim,Não,649.45,2,1874.0,7,36.99,19.0,38,0.0
Cartão,RS,Desktop,Tarde,Não,Não,406.78,3,83.0,11,33.99,33.0,58,0.0
Pix,RS,Mobile,Noite,Não,Não,1130.71,6,1904.0,7,20.59,,77,0.0
Cartão,BA,Mobile,Manhã,Sim,Não,415.39,4,1502.0,8,3.92,14.5,75,0.0
Cartão,RS,Mobile,Manhã,Não,Não,711.7,3,1571.0,8,4.05,61.5,74,0.0
Pix,PR,Desktop,Madrugada,Não,Não,197.19,4,1139.0,5,19.68,70.8,47,0.0
Pix,BA,Mobile,Manhã,Não,Não,1070.73,4,1710.0,7,45.87,44.4,56,1.0
Cartão,BA,Desktop,Tarde,Não,Não,195.55,5,1984.0,7,1.39,31.6,29,0.0
